date,desc,amount,cat,Debits and credits,Balance
14/2/19,INTERNET BANKING BPAY,-215.0,Personal - Fines,($215.00),"$4,812.06 "
14/2/19,BILLER: 198788 CRN: 37970231409 RC PT: MEB201902149073001164,0.0,NAN,0,0
12/2/19,VIRGIN MOBILE H/O MAC-14:18,-95.41,Expense - Phone & Internet,($95.41),"$5,027.06 "
12/2/19,POS W/D -14:34,-133.9,Personal - Groceries,($133.90),"$5,122.47 "
12/2/19,WOOLWORTHS 1474 REDFERN AU,0.0,NAN,0,0
12/2/19,INTERNET BANKING EXT TFR,-160.0,Expense - Cleaners,($160.00),"$5,256.37 "
12/2/19,TFR TO: 062184 010158136 RCPT: 3XZ 7SZ8C96259FFV 48 Douglas st redfer n,0.0,NAN,0,0
11/2/19,ALDI STORES - WATERLO-17:12,-190.71,Personal - Groceries,($190.71),"$5,416.37 "
11/2/19,REDFERN FRUIT MARKET -16:10,-88.7,Personal - Groceries,($88.70),"$5,607.08 "
8/2/19,PAYPAL *BLOCH 4029357-00:00,-73.9,Personal - Skye,($73.90),"$5,695.78 "
8/2/19,INWARD DIRECT DEBIT,-780.0,Personal - Childcare,($780.00),"$5,769.68 "
8/2/19,From: DBS CHILDCARE,0.0,NAN,0,0
8/2/19,Ref: A003A3BE0354,0.0,NAN,0,0
8/2/19,INWARD DIRECT CREDIT,2640.0,Income,"$2,640.00 ","$6,549.68 "
8/2/19,From: Westpac Choice,0.0,NAN,0,0
8/2/19,Ref: Today,0.0,NAN,0,0
7/2/19,PAYPAL *PRETTYLITTL 4-00:00,-215.0,Personal - Skye,($215.00),"$3,909.68 "
6/2/19,EZI*NCIE Fitness Ctr -12:51,-107.31,Personal - Health & Wellbeing,($107.31),"$4,124.68 "
4/2/19,INTERNET BANKING BPAY,-6000.0,Account Transfer - Virgin Money,"($6,000.00)","$4,231.99 "
4/2/19,BILLER: 49551 CRN: 472437352015062 2 RCPT: MEB201902042841000248,0.0,NAN,0,0
4/2/19,INTERNET BANKING INT TFR,-5000.0,Mortgage,"($5,000.00)","$10,231.99 "
4/2/19,TFR TO: 000359484 RCPT: FT4FGHJ233 5HG6XB overdue repayment,0.0,NAN,0,0
4/2/19,PAYPAL *MICROSOFT MIC-00:00,-13.0,Expense - Subscriptions & Software Licences,($13.00),"$15,231.99 "
1/2/19,INTERNET BANKING EXT TFR,-160.0,Expense - Cleaners,($160.00),"$15,244.99 "
1/2/19,TFR TO: 062184 010158136 RCPT: 3XW DCGSCBHNHCNFT 48 Douglas st redfer n,0.0,Expense - Cleaners,0,0
1/2/19,MATTHEW JAMES FRY BAL-09:09,-35.0,Personal - Health & Wellbeing,($35.00),"$15,404.99 "
31/1/19,ATM W/D CBA ATM 300EL-13:46,-200.0,Personal - Cash Out,($200.00),"$15,439.99 "
30/1/19,INTERNET BANKING BPAY,-290.67,Expense - Utilities,($290.67),"$15,639.99 "
30/1/19,BILLER: 45435 CRN: 42252670007 RCP T: MEB201901306917003540,0.0,NAN,0,0
30/1/19,FOOD FOR LESS 1623 AV-14:28,-4.2,Personal - Skye,($4.20),"$15,930.66 "
30/1/19,CHAMBERS CELLARS AVA -12:22,-56.99,Personal - Drinking Out,($56.99),"$15,934.86 "
30/1/19,CHAMBERS CELLARS AVA -16:26,-99.96,Personal - Alcohol,($99.96),"$15,991.85 "
30/1/19,METRO AVALON NORTH AV-11:37,-55.0,Personal,($55.00),"$16,091.81 "
28/1/19,POS W/D -11:47,-24.95,Personal - Eating Out,($24.95),"$16,146.81 "
28/1/19,Nourished Avalon Avalon Beach AU,0.0,NAN,0,0
28/1/19,ALDI STORES - WATERLO-20:00,-109.75,Personal - Groceries,($109.75),"$16,171.76 "
28/1/19,Campos Coffee Newtown-09:59,-15.5,Personal - Coffee,($15.50),"$16,281.51 "
27/1/19,THE TUDOR REDFERN RED-18:10,-70.5,Personal - Drinking Out,($70.50),"$16,297.01 "
27/1/19,IINET LIMITED PERTH-10:22,-129.98,Expense - Phone & Internet,($129.98),"$16,367.51 "
27/1/19,THE TUDOR REDFERN QPS-18:52,-18.5,Personal - Drinking Out,($18.50),"$16,497.49 "
27/1/19,THE TUDOR REDFERN RED-19:21,-37.99,Personal - Drinking Out,($37.99),"$16,515.99 "
25/1/19,INTERNET BANKING INT TFR,-395.0,Mortgage,($395.00),"$16,553.98 "
25/1/19,TFR TO: 944600 000359483 Debit Arr angement,0.0,NAN,0,0
25/1/19,INWARD DIRECT DEBIT,-792.47,Personal - Childcare,($792.47),"$16,948.98 "
25/1/19,From: DBS CHILDCARE,0.0,Personal - Childcare,0,0
25/1/19,Ref: A0037WKD0QKW,0.0,NAN,0,0
24/1/19,UBER *EATS SYDNEY-12:45,-23.0,Personal - Eating Out,($23.00),"$17,741.45 "
23/1/19,ALDI STORES - WATERLO-16:24,-189.01,Personal - Groceries,($189.01),"$17,764.45 "
23/1/19,EZI*NCIE Fitness Ctr -12:44,-107.31,Personal - Health & Wellbeing,($107.31),"$17,953.46 "
23/1/19,INWARD DIRECT CREDIT,16720.0,Income,"$16,720.00 ","$18,060.77 "
23/1/19,From: Westpac Choice,0.0,NAN,0,0
23/1/19,Ref: Today,0.0,NAN,0,0
22/1/19,UBER *EATS SYDNEY-20:03,-39.6,Personal - Eating Out,($39.60),"$1,340.77 "
22/1/19,WOOLWORTHS 1474 REDFE-18:12,-34.78,Personal - Groceries,($34.78),"$1,380.37 "
21/1/19,COFFEE TEA & ME PTYQP-12:28,-3.7,Personal - Skye,($3.70),"$1,415.15 "
21/1/19,THE TUDOR REDFERN QPS-19:16,-27.5,Personal - Drinking Out,($27.50),"$1,418.85 "
20/1/19,KAN TSUBAKI PTY LTD S-15:07,-25.8,Expense - Meeting,($25.80),"$1,446.35 "
19/1/19,CITY OF SYDNEY OBG SY-11:52,-80.0,UNKNOWN,($80.00),"$1,472.15 "
19/1/19,CITY OF SYDNEY OBG SY-11:52,-60.0,UNKNOWN,($60.00),"$1,552.15 "
19/1/19,The Grounds Alexandri-10:18,-13.5,Personal - Coffee,($13.50),"$1,612.15 "
19/1/19,IKEA TEMPE TEMPE-13:37,-19.85,Personal - House,($19.85),"$1,625.65 "
19/1/19,IKEA TEMPE TEMPE-14:32,-8.5,Personal - House,($8.50),"$1,645.50 "
19/1/19,ATM W/D CBA ATM 300EL-17:56,-200.0,Personal - Cash Out,($200.00),"$1,654.00 "
18/1/19,UBER *TRIP VKQM5 SYDN-22:53,-10.29,Expense - Travel - Taxis,($10.29),"$1,854.00 "
17/1/19,UBER TRIP IWQ7I HELP.-12:24,-10.43,Expense - Travel - Taxis,($10.43),"$1,864.29 "
17/1/19,INTERNET BANKING EXT TFR,-160.0,Expense - Cleaners,($160.00),"$1,874.72 "
17/1/19,TFR TO: 062184 010158136 RCPT: 3XF 4JNJRLH7FZ9VQ 48 Douglas st redfer n,0.0,Expense - Cleaners,0,0
16/1/19,PETER S OF KENSIN PL -16:00,-53.0,Personal - House,($53.00),"$2,034.72 "
16/1/19,STAR CAR WASH DRUMMOY-16:04,-85.0,Personal - Skye,($85.00),"$2,087.72 "
16/1/19,UBER *TRIP C3QTR SYDN-18:44,-10.29,Expense - Travel - Taxis,($10.29),"$2,172.72 "
15/1/19,UBER *TRIP HX2WB SYDN-18:54,-19.91,Expense - Travel - Taxis,($19.91),"$2,183.01 "
15/1/19,UBER *TRIP 2CQNM SYDN-23:26,-19.69,Expense - Travel - Taxis,($19.69),"$2,202.92 "
15/1/19,UBER *TRIP 2RZTY SYDN-12:56,-21.5,Expense - Travel - Taxis,($21.50),"$2,222.61 "
15/1/19,WOOLWORTHS 1474 REDFE-18:41,-22.69,Personal - Groceries,($22.69),"$2,244.11 "
15/1/19,INTERNET BANKING BPAY,-714.17,Expense - Utilities,($714.17),"$2,266.80 "
15/1/19,BILLER: 7500 CRN: 1385368 RCPT: ME B201901156917003519,0.0,Expense - Rates,0,0
15/1/19,INTERNET BANKING BPAY,-580.43,Expense - Rates,($580.43),"$2,980.97 "
15/1/19,BILLER: 45435 CRN: 42252670007 RCP T: MEB201901156917003539,0.0,NAN,0,0
14/1/19,ATM W/D CBA ATM 300EL-13:49,-200.0,Personal - Cash Out,($200.00),"$3,561.40 "
14/1/19,TRANSPORTNSWTRAVEL SY-05:30,-3.54,Expense - Travel,($3.54),"$3,761.40 "
14/1/19,SUNLITE HARDWARE PTY -12:37,-55.93,Personal - House,($55.93),"$3,764.94 "
14/1/19,BUDGET PETROL CHIPPEN-17:57,-26.68,Personal,($26.68),"$3,820.87 "
14/1/19,COFFEE TEA & ME PTYQP-16:33,-12.9,Personal - Skye,($12.90),"$3,847.55 "
13/1/19,UBER TRIP PEHIB HELP.-11:56,-26.01,Expense - Travel - Taxis,($26.01),"$3,860.45 "
13/1/19,ROMEOS FOODHALL IGAQP-12:48,-21.72,Personal - Groceries,($21.72),"$3,886.46 "
13/1/19,COFFEE TEA & ME PTYQP-10:45,-19.9,Personal - Skye,($19.90),"$3,908.18 "
13/1/19,TAXI EPAY AUSTRALIA W-13:42,-19.96,Expense - Travel - Taxis,($19.96),"$3,928.08 "
12/1/19,ALDI STORES - WATERLO-18:08,-54.81,Personal - Groceries,($54.81),"$3,948.04 "
12/1/19,UBER *TRIP TBGOE SYDN-13:58,-12.52,Expense - Travel - Taxis,($12.52),"$4,002.85 "
11/1/19,INWARD DIRECT CREDIT,2.5,Income,$2.50 ,"$4,015.37 "
11/1/19,From: ME 1100,0.0,NAN,0,0
11/1/19,Ref: ATM Operator Fee R,0.0,NAN,0,0
11/1/19,POS W/D -17:55,-379.75,Personal - Jane,($379.75),"$4,012.87 "
11/1/19,WOOLWORTHS 1188 BALMAIN AU,0.0,NAN,0,0
11/1/19,INWARD DIRECT DEBIT,-1166.0,Personal - Childcare,"($1,166.00)","$4,392.62 "
11/1/19,From: DBS CHILDCARE,0.0,NAN,0,0
11/1/19,Ref: A0036CLG02HT,0.0,NAN,0,0
11/1/19,ATM W/D CBA ATM SURRY-20:10,-100.0,Personal - Cash Out,($100.00),"$5,558.62 "
11/1/19,NCIE REDFERN-19:26,-148.5,Personal - Health & Wellbeing,($148.50),"$5,658.62 "
9/1/19,EZI*NCIE Fitness Ctr -12:48,-107.31,Personal - Health & Wellbeing,($107.31),"$5,807.12 "
8/1/19,MYALLA CAFE BULAHDELA-10:39,-8.95,Personal - Coffee,($8.95),"$5,914.43 "
8/1/19,TUBRID PTY LTD BALMAI-14:47,-21.0,Personal - Drinking Out,($21.00),"$5,923.38 "
8/1/19,TUBRID PTY LTD BALMAI-14:27,-122.0,Personal - Eating Out,($122.00),"$5,944.38 "
7/1/19,IGA BULADELAH BULAHDE-10:48,-25.61,Personal - Groceries,($25.61),"$6,066.38 "
5/1/19,BIG W 0140 KEMPSEY-17:47,-54.0,Personal - Family,($54.00),"$6,091.99 "
5/1/19,WE SERVE & WE CARE P -16:34,-145.0,Personal - Jane,($145.00),"$6,145.99 "
5/1/19,KEMPSEY MACLEAY RSL K-19:28,-163.4,Personal - Eating Out,($163.40),"$6,290.99 "
5/1/19,KEMPSEY MACLEAY RSL K-18:04,-23.0,Personal - Drinking Out,($23.00),"$6,454.39 "
4/1/19,NEW EARTH NOW PL NEW -09:02,-27.5,Personal - Eating Out,($27.50),"$6,477.39 "
4/1/19,PAYPAL *MICROSOFT MIC-00:00,-13.0,Expense - Subscriptions & Software Licences,($13.00),"$6,504.89 "
4/1/19,THE KIVA SPA MULLUMBI-16:23,-105.0,Personal - Skye,($105.00),"$6,517.89 "
4/1/19,ATM W/D rediATM Ocean-10:23,-1000.0,Personal - Cash Out,"($1,000.00)","$6,622.89 "
4/1/19,ATM OPERATOR FEE -10:23,-2.5,Fees,($2.50),"$7,622.89 "
3/1/19,TARGETC 6407 OCEAN SH-10:18,-33.0,Personal - Groceries,($33.00),"$7,625.39 "
2/1/19,FOODWORKS BANGALOW BA-19:30,-12.38,Personal - Family,($12.38),"$7,658.39 "
2/1/19,THE CELLAR BANGALOW B-19:36,-69.99,Personal - Alcohol,($69.99),"$7,670.77 "
2/1/19,POS W/D -18:10,-67.5,Personal - Eating Out,($67.50),"$7,740.76 "
2/1/19,The Kingswood Brunswi Brunswick He aAU,0.0,NAN,0,0
1/1/19,OCEAN SHORES TAVERN O-16:01,-146.96,Personal - Eating Out,($146.96),"$7,808.26 "
31/12/18,APO W/D NEW BRIGHTON -09:13,-100.0,Personal - Cash Out,($100.00),"$7,955.22 "
30/12/18,TINKER TAILOR DANCER -12:09,-100.0,Personal - Skye,($100.00),"$8,055.22 "
30/12/18,INFINITY FOUNDATION M-12:37,-31.8,Personal - Eating Out,($31.80),"$8,155.22 "
29/12/18,COLES 4651 OCEAN SHOR-15:49,-280.62,Personal - Groceries,($280.62),"$8,187.02 "
29/12/18,MULLUM VARIETY MULLUM-12:30,-76.75,Personal - Family,($76.75),"$8,467.64 "
29/12/18,MRS BIRDY SOUTH GOLDE-08:19,-14.4,Personal - Family,($14.40),"$8,544.39 "
29/12/18,IINET LIMITED PERTH-10:29,-129.98,Expense - Phone & Internet,($129.98),"$8,558.79 "
28/12/18,INWARD DIRECT DEBIT,-1066.0,Personal - Childcare,"($1,066.00)","$8,688.77 "
28/12/18,From: DBS CHILDCARE,0.0,Personal - Childcare,0,0
28/12/18,Ref: A00348C60148,0.0,Personal - Childcare,0,0
27/12/18,INTERNET BANKING EXT TFR,-280.0,Personal - Family,($280.00),"$9,754.77 "
27/12/18,TFR TO: 012227 536565536 RCPT: 3XD WTSBBRP6LGPBB Xmas dusty,0.0,Personal - Family,0,0
26/12/18,EZI*NCIE Fitness Ctr -12:28,-107.31,Personal - Health & Wellbeing,($107.31),"$10,034.77 "
25/12/18,COLES 0967 TAREE-12:17,-65.91,Personal - Groceries,($65.91),"$10,142.08 "
25/12/18,GREEN TREE CAFE TAREE-12:05,-8.1,Personal - Coffee,($8.10),"$10,207.99 "
25/12/18,BWS LIQUOR 1718 TAREE-12:42,-172.5,Personal - Alcohol,($172.50),"$10,216.09 "
25/12/18,WOOLWORTHS 1474 REDFE-21:25,-10.0,Personal - Groceries,($10.00),"$10,388.59 "
24/12/18,INTERNET BANKING INT TFR,-4806.34,Mortgage,"($4,806.34)","$10,398.59 "
24/12/18,TFR TO: 944600 000359484 FT18358ZX K6G,0.0,NAN,0,0
24/12/18,POS W/D -12:02,-286.0,Personal - Family,($286.00),"$15,204.93 "
24/12/18,TARGET 5228 TAREE AU,0.0,NAN,0,0
24/12/18,STEVIE ENGLISH GLEBE-15:51,-372.5,Personal - Skye,($372.50),"$15,490.93 "
22/12/18,PAYPAL *DELIVEROOAU 4-00:00,-163.45,Personal - Eating Out,($163.45),"$15,863.43 "
21/12/18,INWARD DIRECT CREDIT,2.8,Income,$2.80 ,"$16,026.88 "
21/12/18,From: ME 1100,0.0,NAN,0,0
21/12/18,Ref: ATM Operator Fee R,0.0,Personal - Cash Out,0,0
21/12/18,POS W/D -20:52,-631.7,Personal - Cash Out,($631.70),"$16,024.08 "
21/12/18,WOOLWORTHS 1474 REDFERN AU,0.0,NAN,0,0
20/12/18,UBER *TRIP 7IMLP SYDN-19:36,-13.1,Expense - Travel - Taxis,($13.10),"$16,655.78 "
19/12/18,INTERNET BANKING EXT TFR,-80.0,Expense - Cleaners,($80.00),"$16,668.88 "
19/12/18,TFR TO: 062184 010158136 RCPT: 3XW 37QQ3DKC256MC 48 Douglas st redfer n,0.0,Expense - Cleaners,0,0
18/12/18,THE COMMITTEE PTY LT -17:59,-35.0,UNKNOWN,($35.00),"$16,748.88 "
16/12/18,UBER TRIP 6XRG6 HELP.-06:24,-26.67,Expense - Travel - Taxis,($26.67),"$16,783.88 "
15/12/18,ATM W/D GRG-IGA Masco-14:00,-200.0,Personal - Cash Out,($200.00),"$16,810.55 "
15/12/18,ATM OPERATOR FEE -14:00,-2.8,Fees,($2.80),"$17,010.55 "
14/12/18,From: DBS CHILDCARE,0.0,Personal - Childcare,0,0
14/12/18,Ref: A00332DY1BP6,0.0,Personal - Childcare,0,0
14/12/18,INWARD DIRECT CREDIT,14886.0,Income,"$14,886.00 ","$17,013.35 "
14/12/18,From: Etcetc Music Pty,0.0,Income,0,0
14/12/18,Ref: MINISTRY OF SOUND,0.0,Income,0,0
14/12/18,INWARD DIRECT DEBIT,-1066.0,Personal - Childcare,"($1,066.00)","$2,127.35 "
13/12/18,INTERNET BANKING EXT TFR,-160.0,Expense - Cleaners,($160.00),"$3,193.35 "
13/12/18,TFR TO: 062184 010158136 RCPT: 3XZ STF4GXH5YLWKC 48 Douglas st redfer n,0.0,Expense - Cleaners,0,0
13/12/18,PAYPAL *ANDIE CO 4029-00:00,-98.0,Personal - Skye,($98.00),"$3,353.35 "
12/12/18,EZI*NCIE Fitness Ctr -13:05,-107.31,Personal - Health & Wellbeing,($107.31),"$3,451.35 "
11/12/18,UBER *TRIP 5VRQV SYDN-03:10,-20.78,Expense - Travel - Taxis,($20.78),"$3,558.66 "
11/12/18,UBER *TRIP 5Z5XP SYDN-22:38,-19.66,Expense - Travel - Taxis,($19.66),"$3,579.44 "
8/12/18,UBER TRIP 2BCJF HELP.-01:43,-15.97,Expense - Travel - Taxis,($15.97),"$3,599.10 "
7/12/18,PAYPAL *DELIVEROOAU 4-00:00,-23.25,Personal - Skye,($23.25),"$3,615.07 "
7/12/18,PAYPAL *DAVIDJONESL 4-00:00,-59.9,Personal - Family,($59.90),"$3,638.32 "
6/12/18,MOUNTAINTOP PTY. LTQP-13:44,-13.5,Personal - Health & Wellbeing,($13.50),"$3,698.22 "
5/12/18,THE MILK FACTORY TAV -14:23,-15.5,Personal - Family,($15.50),"$3,711.72 "
5/12/18,THE MILK FACTORY TAV -14:24,-8.0,Personal - Family,($8.00),"$3,727.22 "
5/12/18,ATM W/D ST.GEOREAST S-14:26,-200.0,Personal - Cash Out,($200.00),"$3,735.22 "
4/12/18,7-ELEVEN 2286 WAHROON-16:29,-78.44,Expense - Travel,($78.44),"$3,935.22 "
3/12/18,PAYPAL *MICROSOFT MIC-00:00,-13.0,Expense - Subscriptions & Software Licences,($13.00),"$4,013.66 "
1/12/18,PAYPAL *DELIVEROOAU 4-00:00,-23.25,Personal - Skye,($23.25),"$4,026.66 "
1/12/18,UBER *TRIP BGAY4 SYDN-23:10,-19.49,Expense - Travel - Taxis,($19.49),"$4,049.91 "
1/12/18,UBER EATS F6A4W HELP.-08:57,-63.6,Personal - Eating Out,($63.60),"$4,069.40 "
30/11/18,UBER *TRIP JKKN3 SYDN-18:24,-15.43,Expense - Travel - Taxis,($15.43),"$4,133.00 "
30/11/18,ATM W/D CBA ATM ELIZA-14:11,-200.0,Personal - Cash Out,($200.00),"$4,148.43 "
30/11/18,INWARD DIRECT DEBIT,-1536.0,Personal - Childcare,"($1,536.00)","$4,348.43 "
30/11/18,From: DBS CHILDCARE,0.0,Personal - Childcare,0,0
30/11/18,Ref: A0031A6H17N6,0.0,Personal - Childcare,0,0
28/11/18,EZI*NCIE Fitness Ctr -12:27,-107.31,Personal - Health & Wellbeing,($107.31),"$5,884.43 "
28/11/18,IINET LIMITED PERTH-10:31,-129.98,Expense - Phone & Internet,($129.98),"$5,991.74 "
27/11/18,UBER *TRIP TVKBZ SYDN-23:33,-12.1,Expense - Travel - Taxis,($12.10),"$6,121.72 "
27/11/18,INTERNET BANKING EXT TFR,-160.0,Expense - Cleaners,($160.00),"$6,133.82 "
27/11/18,TFR TO: 062184 010158136 RCPT: 3X5 HCT9K8MW7MFFL 48 Douglas st redfer n,0.0,Expense - Cleaners,0,0
26/11/18,GOOGLE*GOOGLE G.CO HE-00:00,-2.99,Expense - Subscriptions & Software Licences,($2.99),"$6,293.82 "
25/11/18,UBER TRIP DXCQI HELP.-07:17,-13.54,Expense - Travel - Taxis,($13.54),"$6,296.81 "
25/11/18,THE TUDOR REDFERN QPS-19:07,-10.0,Personal - Drinking Out,($10.00),"$6,310.35 "
25/11/18,THE TUDOR REDFERN QPS-19:34,-10.0,Personal - Drinking Out,($10.00),"$6,320.35 "
24/11/18,INTERNET BANKING INT TFR,-3169.67,Mortgage,"($3,169.67)","$6,330.35 "
24/11/18,TFR TO: 944600 000359484 FT18328GR H76,0.0,Mortgage,0,0
24/11/18,PAYPAL *DELIVEROOAU 4-00:00,-21.25,Personal - Skye,($21.25),"$9,500.02 "
23/11/18,1ALXNDR PK CO S 8556 -10:19,-320.0,Personal - APCS?,($320.00),"$9,521.27 "
23/11/18,INWARD DIRECT CREDIT,2.5,Interest,$2.50 ,"$9,841.27 "
23/11/18,From: ME 1100,0.0,NAN,0,0
23/11/18,Ref: ATM Operator Fee R,0.0,NAN,0,0
22/11/18,Bruce Leaves Pty Ltd -14:07,-14.9,Personal - Skye,($14.90),"$9,838.77 "
21/11/18,INTERNET BANKING EXT TFR,-2970.0,Personal - Skye,"($2,970.00)","$9,853.67 "
21/11/18,TFR TO: 062200 028012323 RCPT: 3XX NFHY8FN73N3TM 0019380,0.0,Personal - Skye,0,0
20/11/18,UBER *TRIP BX2D2 SYDN-18:23,-14.14,Expense - Travel - Taxis,($14.14),"$12,823.67 "
19/11/18,GOOGLE*GOOGLE G.CO HE-00:00,-6.99,Expense - Subscriptions & Software Licences,($6.99),"$12,837.81 "
19/11/18,UBER TRIP CKIMM HELP.-11:38,-10.0,Expense - Travel - Taxis,($10.00),"$12,844.80 "
19/11/18,BREADFERN PTY LTD RED-10:48,-21.3,Personal - Groceries,($21.30),"$12,854.80 "
19/11/18,Centennial Homestead -15:03,-94.0,Personal - Jane,($94.00),"$12,876.10 "
17/11/18,ALPHA APPLIANCE RE LA-10:11,-165.0,Personal - House,($165.00),"$12,970.10 "
17/11/18,GM CABS PTY LTD MASCO-23:03,-19.22,Expense - Travel - Taxis,($19.22),"$13,135.10 "
17/11/18,WOOLWORTHS 1474 REDFE-18:37,-29.88,Personal - Groceries,($29.88),"$13,154.32 "
16/11/18,KENNYS PORK ROLLS DAR-11:56,-10.5,Personal - Lunch,($10.50),"$13,184.20 "
16/11/18,INWARD DIRECT DEBIT,-1536.0,Personal - Childcare,"($1,536.00)","$13,194.70 "
16/11/18,From: DBS CHILDCARE,0.0,Personal - Childcare,0,0
16/11/18,Ref: A002Z58U1E8R,0.0,Personal - Childcare,0,0
15/11/18,ATM OPERATOR FEE -13:57,-2.5,Fees,($2.50),"$14,730.70 "
15/11/18,WOOLWORTHS 1050 ALEXA-18:53,-21.98,Personal - Groceries,($21.98),"$14,733.20 "
15/11/18,DAN MURPHYS 1879 ALEX-19:01,-113.79,Personal - Alcohol,($113.79),"$14,755.18 "
15/11/18,THE TUDOR REDFERN QPS-20:25,-24.99,Personal - Drinking Out,($24.99),"$14,868.97 "
15/11/18,ATM W/D THE POITHE PO-13:57,-200.0,Personal - Cash Out,($200.00),"$14,893.96 "
14/11/18,EZI*NCIE Fitness Ctr -12:44,-107.31,Personal - Health & Wellbeing,($107.31),"$15,093.96 "
14/11/18,UBER *EATS PLGJR SYDN-13:45,-23.0,Personal - Skye,($23.00),"$15,201.27 "
14/11/18,THE TUDOR REDFERN RED-18:35,-84.5,Personal - Drinking Out,($84.50),"$15,224.27 "
14/11/18,PC TELE CONTRACTORS P-17:26,-90.0,Expense - Office IT,($90.00),"$15,308.77 "
14/11/18,BAR ZINI PYRMONT-13:31,-12.0,Personal - Lunch,($12.00),"$15,398.77 "
14/11/18,WOOLWORTHS 1474 REDFE-17:55,-20.45,Personal - Groceries,($20.45),"$15,410.77 "
12/11/18,WOOLWORTHS 1474 REDFERN AU,0.0,Personal - Groceries,0,0
12/11/18,POS W/D -14:09,-50.14,Personal - Health & Wellbeing,($50.14),"$15,431.22 "
12/11/18,CHEMIST WAREHOUSE /DARLINGHURST AU,0.0,Personal - Health & Wellbeing,0,0
12/11/18,THE TUDOR REDFERN QPS-18:03,-25.5,Personal - Drinking Out,($25.50),"$15,481.36 "
12/11/18,POS W/D -21:04,-114.42,Personal - Cash Out,($114.42),"$15,506.86 "
10/11/18,UBER TRIP 6BKWP HELP.-09:20,-19.12,Expense - Travel - Taxis,($19.12),"$15,621.28 "
10/11/18,CLEMENTINE S WINE &QP-09:47,-16.0,Personal - Lunch,($16.00),"$15,640.40 "
10/11/18,POS W/D -15:58,-150.6,Personal - Cash Out,($150.60),"$15,656.40 "
10/11/18,WOOLWORTHS 1474 REDFERN AU,0.0,Personal - Groceries,0,0
8/11/18,SAH NEWTOWN PTY LTD E-17:44,-429.5,Personal - Reuben,($429.50),"$15,807.00 "
7/11/18,PAYPAL *MICROSOFT MIC-00:00,-13.0,Expense - Subscriptions & Software Licences,($13.00),"$16,236.50 "
7/11/18,POS W/D -10:17,-15.5,Expense - Office Supplies,($15.50),"$16,249.50 "
7/11/18,Campos Alexandria AU,0.0,Expense - Office Supplies,0,0
7/11/18,ALDI STORES - WATERLO-17:11,-435.13,Income - Greenups,($435.13),"$16,265.00 "
7/11/18,OLIVE TREE IN J PL RA-13:09,-59.0,Personal - Family,($59.00),"$16,700.13 "
5/11/18,Better Read Than Dead-10:18,-73.97,Personal,($73.97),"$16,759.13 "
5/11/18,THE TUDOR REDFERN QPS-18:52,-25.5,Personal - Drinking Out,($25.50),"$16,833.10 "
5/11/18,INWARD DIRECT CREDIT,10000.0,Account Transfer (In),"$10,000.00 ","$16,858.60 "
5/11/18,From: ST GEORGE BANK,0.0,Account Transfer (In),0,0
5/11/18,Ref: tfr 4 ATO,0.0,Account Transfer (In),0,0
3/11/18,THE TUDOR REDFERN QPS-19:12,-10.0,Personal - Drinking Out,($10.00),"$6,858.60 "
3/11/18,THE TUDOR REDFERN QPS-19:28,-30.0,Personal - Drinking Out,($30.00),"$6,868.60 "
3/11/18,GOOGLE*GOOGLE G.CO HE-00:00,-17.99,Expense - Subscriptions & Software Licences,($17.99),"$6,898.60 "
3/11/18,COPPOLA PIZZA REFERN-18:48,-44.0,Personal - Eating Out,($44.00),"$6,916.59 "
2/11/18,From: DBS CHILDCARE,0.0,Personal - Childcare,0,0
2/11/18,Ref: A002XH5A0MEL,0.0,Personal - Childcare,0,0
2/11/18,INTERNET BANKING EXT TFR,-1114.59,Personal - Childcare,"($1,114.59)","$6,960.59 "
2/11/18,TFR TO: 062124 011501963 RCPT: 3XJ Z2DCLZ3H9YPDR 100024,0.0,Expense - Cleaners,0,0
2/11/18,ATM W/D REDFERN 152A -18:25,-600.0,Personal - Cash Out,($600.00),"$8,075.18 "
2/11/18,INWARD DIRECT DEBIT,-1300.0,Account Transfer (Out),"($1,300.00)","$8,675.18 "
1/11/18,INTERNET BANKING BPAY,-6361.0,ATO Payment,"($6,361.00)","$9,975.18 "
1/11/18,BILLER: 75556 CRN: 119479406397760  RCPT: MEB201810311921001549,0.0,Account Transfer - Virgin Money,0,0
1/11/18,WOOLWORTHS 1474 REDFE-17:49,-56.36,Personal - Groceries,($56.36),"$16,336.18 "
31/10/18,OLIVE TREE IN J PL RA-12:53,-60.5,UNKNOWN,($60.50),"$16,392.54 "
31/10/18,S & T PARKLANDS SYDNE-14:57,-20.9,Personal - Family,($20.90),"$16,453.04 "
31/10/18,WOOLWORTHS 1474 REDFE-20:09,-86.96,Personal - Groceries,($86.96),"$16,473.94 "
31/10/18,POS W/D -15:39,-19.95,Expense - Travel - Taxis,($19.95),"$16,560.90 "
31/10/18,TAXI COMBINED 13222/ Sydney AU,0.0,Expense - Travel - Taxis,0,0
31/10/18,EZI*NCIE Fitness Ctr -13:14,-107.31,Personal - Health & Wellbeing,($107.31),"$16,580.85 "
31/10/18,GUSTO COOGEE COOGEE-11:08,-9.5,Personal - Groceries,($9.50),"$16,688.16 "
30/10/18,UBER TRIP MXO5R HELP.-04:06,-10.97,Expense - Travel - Taxis,($10.97),"$16,697.66 "
